idno;cntry;gndr;trmedmw;trwrkmw;trplcmw;trmdcnt;trwkcnt;trplcnt
68721;LV;2;3;3;4;3;3;3
68742;LV;1;3;3;3;3;3;3
68802;LV;1;3;3;3;2;2;2
68805;LV;2;3;3;3;3;3;3
68807;LV;2;3;2;3;3;3;3
68816;LV;2;3;3;3;3;3;3
68849;LV;2;3;3;3;3;2;3
68890;LV;2;3;3;4;3;3;8
68891;LV;2;3;3;3;3;3;3
68919;LV;2;3;3;3;3;3;1
68942;LV;2;3;3;4;3;3;8
68995;LV;2;3;3;3;3;3;3
69015;LV;2;3;3;3;3;3;3
69052;LV;2;2;3;2;8;8;8
69068;LV;2;4;2;3;2;3;3
69137;LV;1;3;3;3;8;8;8
69140;LV;2;3;3;3;3;3;3
69142;LV;1;3;3;4;3;3;8
69156;LV;2;3;3;3;3;3;3
69162;LV;1;3;3;3;3;3;3
69184;LV;2;3;3;4;3;3;8
69246;LV;2;3;3;3;3;3;3
69262;LV;2;3;3;4;3;3;3
69268;LV;2;3;3;3;3;3;8
69294;LV;2;3;3;3;8;3;3
69301;LV;2;3;3;4;3;3;3
69309;LV;1;3;3;3;3;3;3
69355;LV;2;3;3;3;3;3;3
69400;LV;2;3;3;3;3;3;3
69424;LV;2;3;3;3;8;8;8
69426;LV;2;3;2;3;3;1;2
69440;LV;2;3;3;3;3;3;3
69442;LV;1;3;3;3;3;3;3
69446;LV;2;3;3;3;3;3;3
69465;LV;2;3;3;4;3;8;8
69499;LV;2;3;3;3;3;3;3
69516;LV;2;3;3;3;3;3;3
69544;LV;1;3;3;3;2;3;2
69553;LV;2;3;3;3;3;8;8
69555;LV;2;3;3;3;8;3;8
69594;LV;1;3;3;3;3;3;3
69596;LV;2;3;3;3;1;1;3
69609;LV;2;3;3;3;3;3;3
69612;LV;2;3;3;3;3;3;3
69634;LV;2;3;3;3;3;3;3
69644;LV;2;3;2;3;3;1;8
69666;LV;2;3;3;3;3;3;3
69712;LV;2;3;3;3;3;1;3
69763;LV;2;3;3;3;3;8;3
69764;LV;2;3;3;3;3;3;3
69785;LV;2;3;8;4;8;8;8
69805;LV;1;3;3;3;3;3;3
69822;LV;2;3;3;3;3;3;3
69849;LV;1;3;3;3;3;8;3
70009;LV;1;3;3;3;2;3;3
70024;LV;1;3;3;3;3;3;3
70030;LV;2;3;3;3;3;3;3
70035;LV;2;3;3;3;3;1;3
70054;LV;2;3;3;3;3;3;3
70057;LV;2;2;3;1;1;8;1
70073;LV;2;7;7;7;3;3;3
70077;LV;2;3;3;4;3;3;3
70085;LV;2;3;3;3;3;1;3
70093;LV;1;3;3;3;3;3;3
70100;LV;1;3;3;3;3;8;8
70145;LV;2;3;3;3;3;3;3
70172;LV;2;3;3;3;3;8;3
70196;LV;1;3;3;3;8;8;3
70214;LV;1;3;1;3;3;1;3
70293;LV;2;3;3;4;3;1;8
70299;LV;2;3;3;3;8;8;3
70325;LV;2;3;3;4;3;3;3
70330;LV;1;3;3;3;3;3;3
70477;LV;2;3;2;3;3;1;8
70515;LV;1;3;3;3;8;8;8
70548;LV;2;3;3;4;3;3;8
70568;LV;2;2;3;3;1;1;1
70572;LV;2;3;3;3;3;3;3
70577;LV;2;3;3;3;3;8;8
70600;LV;1;1;3;3;2;3;3
70615;LV;2;3;3;3;8;8;3
70713;LV;2;3;3;4;3;1;3
70763;LV;2;3;3;3;3;3;3
70779;LV;1;3;3;3;3;3;3
70799;LV;2;3;3;3;3;3;3
70884;LV;2;3;1;3;3;3;3
70897;LV;2;3;3;3;3;3;3
70926;LV;2;3;3;3;1;7;8
70934;LV;2;3;3;3;3;3;3
71032;LV;2;3;2;4;3;1;3
71051;LV;1;1;3;7;2;1;2
71058;LV;2;3;3;3;3;3;3
71071;LV;1;3;3;3;3;3;3
71083;LV;2;3;1;3;3;3;3
71089;LV;1;3;3;3;3;3;3
71106;LV;2;3;3;3;3;3;3
71111;LV;2;3;7;3;3;3;3
71166;LV;2;3;3;3;3;3;3
71173;LV;2;3;2;3;1;2;3
71181;LV;2;3;3;3;3;3;3
71230;LV;2;3;3;3;3;3;3
71258;LV;2;3;3;3;3;3;3
71265;LV;2;3;3;3;3;3;3
71281;LV;2;3;3;3;3;2;2
71289;LV;2;3;3;3;3;3;3
71327;LV;1;3;3;3;3;3;3
71343;LV;2;3;3;3;3;3;3
71367;LV;1;3;3;3;3;3;3
71389;LV;2;3;3;3;3;3;3
71396;LV;1;3;3;3;3;3;3
71406;LV;2;3;3;3;3;3;3
71506;LV;1;3;3;3;3;3;3
71510;LV;2;3;3;3;3;3;3
71558;LV;2;3;3;3;3;2;3
71567;LV;2;3;2;3;3;8;8
71596;LV;2;3;8;8;8;8;8
71611;LV;2;3;3;3;3;3;2
71612;LV;1;3;3;3;3;3;3
71629;LV;2;3;3;4;3;3;3
71698;LV;1;3;3;3;3;3;3
71716;LV;2;1;3;4;3;3;3
71735;LV;2;3;3;4;1;1;3
71769;LV;1;3;3;3;3;3;3
71773;LV;2;3;1;3;3;3;3
71809;LV;1;3;3;1;2;8;8
71851;LV;2;3;3;3;8;8;8
71885;LV;1;3;2;3;2;3;3
71886;LV;1;3;3;3;3;3;3
71896;LV;2;2;3;1;3;3;3
71952;LV;2;2;3;4;3;2;3
72028;LV;2;3;1;3;3;3;3
72043;LV;1;2;8;3;2;3;2
72055;LV;2;3;3;4;3;3;3
72188;LV;1;3;3;3;3;8;3
72221;LV;1;3;3;3;3;3;8
72235;LV;2;3;3;3;3;3;3
72269;LV;2;3;1;3;1;1;3
72288;LV;2;3;3;3;3;3;3
72308;LV;2;3;3;3;3;3;3
72365;LV;2;3;3;3;3;3;3
72395;LV;1;3;3;4;8;8;8
72402;LV;2;3;3;4;3;3;3
72440;LV;2;3;3;4;3;3;8
72480;LV;1;3;3;3;8;3;3
72495;LV;2;3;3;3;3;3;3
72497;LV;1;3;4;4;3;8;3
72498;LV;1;3;3;3;3;3;3
72520;LV;1;3;3;3;3;3;3
72589;LV;1;3;3;3;2;8;3
72761;LV;1;3;3;3;1;1;8
72768;LV;2;3;3;3;3;1;3
72827;LV;2;3;4;4;3;8;8
72834;LV;2;3;3;8;3;2;8
72849;LV;2;3;3;4;3;3;8
72854;LV;1;3;3;3;3;3;3
72912;LV;1;3;1;1;3;1;2
72925;LV;1;3;3;3;3;3;3
72934;LV;2;3;3;3;3;3;3
73104;LV;1;3;3;3;3;1;2
73189;LV;2;3;3;3;3;3;3
73204;LV;1;3;3;3;3;3;3
73224;LV;1;3;3;3;3;3;3
73249;LV;2;3;3;3;3;3;3
73297;LV;1;3;3;3;3;3;3
73307;LV;2;3;3;4;3;8;3
73357;LV;1;3;3;3;3;3;3
73403;LV;2;3;3;4;8;8;8
73426;LV;1;3;3;3;3;3;3
73474;LV;2;3;3;3;3;8;3
73498;LV;1;3;3;3;3;3;3
73504;LV;1;3;3;3;3;3;3
73511;LV;1;3;3;3;3;8;2
73594;LV;2;2;3;3;1;1;3
73621;LV;1;3;3;3;3;3;3
73648;LV;2;3;3;4;3;3;3
73689;LV;2;3;8;3;3;8;8
73787;LV;2;3;3;4;3;3;3
73810;LV;2;3;3;3;8;8;8
73829;LV;1;3;3;3;3;8;3
73865;LV;1;3;3;3;3;3;3
73926;LV;2;3;1;3;1;1;8
73971;LV;1;3;3;3;3;1;3
74014;LV;1;3;3;3;3;3;3
74134;LV;1;3;3;3;3;3;2
74148;LV;2;3;3;3;3;3;3
74161;LV;1;3;3;3;3;3;3
74254;LV;1;3;3;3;3;3;3
74302;LV;2;3;3;3;3;3;3
74321;LV;2;3;3;3;3;1;3
74333;LV;1;3;4;3;3;3;3
74343;LV;2;3;3;3;3;3;3
74429;LV;2;3;3;3;8;7;8
74436;LV;2;3;3;3;3;3;3
74440;LV;1;3;3;3;3;3;3
74448;LV;2;3;3;3;3;3;3
74494;LV;2;3;3;3;3;3;3
74514;LV;1;3;3;3;3;3;8
74539;LV;1;3;3;3;3;3;3
74542;LV;2;3;3;3;3;3;3
74554;LV;2;3;3;3;3;3;3
74566;LV;2;1;3;3;3;8;3
74581;LV;2;3;3;3;3;3;3
74591;LV;2;3;3;3;3;3;3
74622;LV;2;6;6;6;3;1;1
74657;LV;2;3;3;3;3;3;3
74676;LV;2;3;3;3;3;3;3
74678;LV;2;3;3;4;3;3;3
74721;LV;1;3;3;3;3;3;3
74801;LV;2;3;3;4;3;8;1
74830;LV;2;3;3;3;8;1;2
74853;LV;2;3;2;3;3;1;2
74880;LV;1;3;3;3;3;1;3
74901;LV;1;3;3;3;3;3;3
74905;LV;2;3;2;3;2;1;2
74915;LV;1;3;3;3;3;3;3
74931;LV;1;3;3;3;3;3;3
74942;LV;2;3;1;4;3;1;3
74951;LV;2;3;3;3;2;1;2
74966;LV;1;3;3;3;3;2;3
75065;LV;2;3;3;4;3;3;3
75081;LV;1;3;3;3;3;3;3
75113;LV;2;3;3;3;3;3;3
75125;LV;2;1;3;3;1;3;3
75180;LV;2;3;3;3;3;3;3
75249;LV;1;3;3;4;3;3;3
75305;LV;2;3;3;3;3;3;3
75410;LV;2;3;3;4;3;3;3
75411;LV;2;3;3;4;3;1;3
75507;LV;2;3;2;3;3;1;3
75516;LV;2;3;3;3;3;3;3
75568;LV;2;3;1;3;1;1;2
75625;LV;2;3;3;3;3;3;3
75697;LV;1;2;2;3;1;1;1
75731;LV;2;3;3;4;3;1;8
75784;LV;2;3;3;3;3;3;8
75811;LV;2;3;3;4;3;1;3
75816;LV;1;3;3;3;8;1;8
75832;LV;2;3;3;3;8;8;8
75888;LV;2;3;3;3;3;3;3
75978;LV;2;3;3;3;3;3;3
75991;LV;2;3;3;3;3;3;3
76012;LV;1;3;3;3;3;3;3
76056;LV;2;3;3;3;2;1;2
76098;LV;2;3;3;3;3;3;3
76101;LV;1;3;3;3;3;3;3
76105;LV;1;3;2;4;3;3;2
76144;LV;2;3;3;3;3;3;3
76147;LV;2;3;3;4;1;1;3
76151;LV;2;3;3;3;3;8;8
76161;LV;2;3;3;4;3;1;3
76162;LV;2;3;3;3;3;3;3
76207;LV;2;3;3;4;3;3;3
76211;LV;2;3;3;3;3;3;3
76219;LV;1;3;3;3;3;3;1
76256;LV;2;3;3;3;3;3;3
76289;LV;2;3;3;3;3;3;3
76310;LV;2;3;3;3;8;8;8
76337;LV;2;3;4;4;3;3;3
76407;LV;1;3;3;3;3;3;3
76435;LV;1;3;3;3;3;3;3
76441;LV;1;2;2;2;2;2;1
76448;LV;1;3;3;1;8;2;8
76449;LV;1;3;3;3;8;2;2
76452;LV;2;3;3;3;3;3;3
76453;LV;2;3;3;3;3;3;3
76465;LV;1;3;3;3;3;3;3
76491;LV;1;3;1;3;2;2;2
76566;LV;2;3;3;3;3;3;3
76576;LV;2;3;3;3;3;8;3
76682;LV;1;3;3;3;3;3;3
76713;LV;2;3;3;2;3;3;1
76760;LV;2;3;4;3;3;3;8
76814;LV;1;3;3;3;3;3;3
76821;LV;2;3;3;3;3;8;3
76874;LV;1;4;4;4;3;3;3
76927;LV;2;3;3;3;3;3;3
76980;LV;1;3;3;4;3;3;3
77042;LV;2;3;3;3;3;3;3
77043;LV;1;3;3;4;1;1;3
77094;LV;1;3;3;3;3;3;3
77133;LV;1;3;3;3;3;3;3
77139;LV;1;3;3;3;3;1;3
77141;LV;2;3;3;3;3;3;8
77166;LV;2;3;3;3;3;3;3
77202;LV;2;3;1;3;3;1;8
77208;LV;1;3;3;3;3;3;3
77222;LV;1;3;3;3;3;3;3
77248;LV;1;3;3;3;3;1;2
77270;LV;2;3;3;3;3;3;3
77345;LV;2;3;3;3;3;3;3
77361;LV;1;3;3;3;3;3;3
77385;LV;1;3;3;3;3;3;3
77392;LV;2;4;3;3;3;3;3
77406;LV;2;3;3;4;3;3;3
77444;LV;2;3;2;3;3;1;3
77487;LV;2;3;3;3;3;2;3
77523;LV;2;3;3;3;3;3;3
77571;LV;2;3;3;3;3;1;3
77646;LV;1;3;3;3;3;3;3
77675;LV;2;3;3;3;3;3;3
77688;LV;1;3;3;3;3;3;3
77726;LV;2;3;4;3;3;3;8
77729;LV;2;4;4;2;7;7;7
77732;LV;2;3;3;3;3;1;3
77734;LV;2;3;3;3;3;3;3
77753;LV;1;3;3;1;3;1;2
77809;LV;2;3;3;3;3;3;3
77833;LV;2;1;3;3;8;8;3
77837;LV;1;3;3;3;3;1;8
77853;LV;2;3;3;3;3;3;3
77877;LV;2;3;3;3;8;8;8
77885;LV;1;3;3;3;3;8;8
78011;LV;2;3;1;3;3;1;8
78044;LV;2;3;3;3;3;3;3
78058;LV;1;3;3;3;3;3;8
78074;LV;2;3;3;3;3;3;3
78082;LV;2;3;3;3;3;3;3
78134;LV;1;3;8;8;3;1;8
78136;LV;2;3;3;4;3;1;3
78139;LV;2;1;3;4;2;3;2
78149;LV;1;3;3;3;3;3;3
78182;LV;2;3;3;3;3;3;3
78210;LV;2;3;3;3;3;3;3
78230;LV;2;3;3;4;3;3;8
78235;LV;2;3;3;3;3;1;3
78269;LV;1;3;4;4;8;8;3
78317;LV;2;3;3;3;3;3;3
78320;LV;2;3;3;3;3;3;3
78369;LV;1;3;3;3;3;3;3
78483;LV;1;3;3;3;3;3;3
78541;LV;2;3;3;3;3;3;3
78555;LV;2;2;3;3;3;1;3
78566;LV;1;3;3;3;3;3;3
78582;LV;2;2;3;3;8;3;3
78598;LV;2;3;3;3;2;3;2
78636;LV;2;3;3;3;3;2;3
78716;LV;1;3;3;3;3;3;3
78718;LV;1;2;2;4;2;2;8
78723;LV;2;3;3;3;3;3;8
78774;LV;2;3;3;3;3;3;3
78805;LV;1;3;3;3;3;3;3
78813;LV;1;3;3;3;3;1;3
78822;LV;2;3;3;3;3;8;8
78894;LV;1;3;3;3;3;3;8
78898;LV;2;3;3;3;3;8;2
78949;LV;2;3;3;3;3;1;3
78961;LV;1;3;3;3;3;1;3
78965;LV;1;3;3;3;3;1;3
78967;LV;2;3;3;3;3;3;3
78970;LV;2;3;2;8;1;1;8
79051;LV;2;3;3;3;3;3;3
79053;LV;2;3;3;3;3;3;3
79107;LV;2;3;3;3;3;3;3
79139;LV;2;3;3;3;1;3;8
79221;LV;2;3;3;3;3;3;3
79229;LV;2;3;3;3;3;3;3
79235;LV;2;3;3;3;3;3;3
79262;LV;2;3;3;3;3;3;8
79302;LV;2;3;3;3;3;3;3
79306;LV;2;3;3;3;3;3;3
79325;LV;1;3;3;3;3;3;3
79342;LV;2;3;3;4;3;3;8
79403;LV;1;3;3;3;3;3;3
79436;LV;2;3;3;3;3;3;3
79505;LV;1;3;3;3;3;3;3
79592;LV;1;3;3;3;3;3;3
79621;LV;2;3;2;8;3;1;1
79658;LV;2;3;3;3;3;3;3
79692;LV;1;3;3;2;3;3;8
79706;LV;2;3;3;8;3;3;3
79754;LV;1;3;3;3;3;3;3
79773;LV;2;3;3;3;3;3;3
79781;LV;2;3;3;3;3;3;3
79793;LV;1;3;1;1;2;2;2
79821;LV;1;3;3;3;3;3;3
79831;LV;1;3;3;1;2;3;2
79836;LV;2;3;1;1;8;8;3
79879;LV;2;3;3;4;3;3;3
79897;LV;2;3;2;3;3;1;8
79900;LV;1;3;3;3;3;3;3
79944;LV;2;3;2;3;1;3;3
79968;LV;1;3;3;3;3;3;3
79978;LV;1;3;3;3;1;2;3
79997;LV;2;3;3;3;3;3;3
80017;LV;2;3;3;3;3;8;3
80044;LV;1;3;8;3;8;8;3
80049;LV;2;3;3;4;3;3;3
80070;LV;1;3;3;3;3;3;3
80094;LV;2;3;3;4;1;1;3
80104;LV;1;3;3;3;3;3;3
80118;LV;2;1;3;3;1;3;8
80122;LV;2;3;3;4;3;3;8
80174;LV;1;1;3;2;2;8;2
80187;LV;1;3;8;3;8;8;3
80216;LV;2;3;3;3;3;1;2
80264;LV;2;3;3;3;3;3;3
80298;LV;2;3;3;3;8;3;8
80311;LV;2;3;3;3;3;3;3
80334;LV;2;3;3;3;3;3;3
80361;LV;1;3;3;3;3;3;3
80477;LV;2;3;3;3;3;3;3
80497;LV;1;3;3;4;3;3;3
80504;LV;2;3;3;3;3;3;3
80507;LV;2;3;3;3;3;3;3
80512;LV;1;3;3;3;3;3;8
80589;LV;2;3;3;3;3;3;3
80625;LV;2;3;2;3;3;1;3
80695;LV;2;3;3;3;3;3;3
80706;LV;2;3;3;3;3;3;3
80759;LV;2;3;3;3;3;3;3
80760;LV;2;3;3;3;3;3;3
80813;LV;2;3;3;3;3;1;1
80833;LV;1;3;3;3;3;3;3
80860;LV;2;3;7;4;3;1;8
80891;LV;2;3;3;3;3;3;3
81034;LV;2;3;3;3;3;3;3
81043;LV;2;3;3;4;3;3;8
81076;LV;2;2;2;3;2;1;2
81123;LV;2;3;3;4;2;3;8
81134;LV;2;3;8;8;3;3;3
81139;LV;2;3;3;3;1;1;3
81159;LV;2;3;3;3;1;1;1
81175;LV;2;3;3;3;3;3;2
81249;LV;2;3;3;3;3;3;3
81312;LV;2;3;3;3;3;3;3
81350;LV;2;3;3;3;3;1;3
81376;LV;2;3;3;3;3;8;8
81394;LV;1;3;3;3;3;3;3
81510;LV;2;3;3;3;3;8;3
81511;LV;2;3;3;4;3;3;3
81523;LV;1;3;3;3;3;3;3
81562;LV;1;3;3;3;3;3;3
81570;LV;2;3;3;3;3;3;3
81571;LV;2;3;3;3;1;1;3
81578;LV;2;3;3;3;3;3;3
81586;LV;2;3;3;3;3;3;3
81643;LV;1;3;3;3;3;3;3
81675;LV;2;3;3;4;3;8;8
81685;LV;1;1;3;1;2;1;2
81690;LV;2;4;3;4;3;1;3
81713;LV;1;3;3;3;3;3;3
81752;LV;2;3;1;3;3;8;3
81774;LV;1;3;3;3;3;3;3
81822;LV;2;1;3;3;3;1;3
81823;LV;2;3;3;1;3;3;8
81846;LV;2;4;4;4;3;3;3
81847;LV;2;3;3;4;3;3;3
81889;LV;2;3;3;3;3;8;3
81901;LV;1;3;1;1;3;3;3
81911;LV;2;3;3;3;3;3;3
81912;LV;2;3;3;3;3;3;3
81944;LV;2;3;8;3;3;3;8
81965;LV;2;3;3;3;3;8;3
81970;LV;2;3;3;3;3;3;3
81987;LV;2;3;3;3;1;1;1
82001;LV;1;7;7;7;7;7;7
82018;LV;1;2;3;2;2;3;2
82043;LV;2;3;3;4;3;7;3
82053;LV;1;3;3;3;3;3;3
82057;LV;2;3;3;3;3;3;3
82111;LV;2;3;3;3;3;1;3
82167;LV;1;3;3;3;3;3;3
82198;LV;2;3;1;3;3;1;3
82209;LV;2;3;3;3;2;3;3
82244;LV;2;3;3;3;3;3;3
82329;LV;2;3;3;3;3;3;3
82361;LV;2;3;3;3;3;3;3
82378;LV;1;3;7;7;3;3;3
82424;LV;1;3;4;4;2;8;8
82432;LV;1;1;3;3;3;1;3
82437;LV;1;3;3;3;3;1;3
82455;LV;1;3;8;3;3;8;3
82456;LV;2;3;3;4;3;1;3
82462;LV;1;3;3;4;3;3;3
82480;LV;2;3;3;3;3;3;3
82502;LV;2;2;2;3;1;1;8
82520;LV;1;3;3;3;3;8;3
82622;LV;1;4;3;4;3;3;3
82628;LV;2;8;4;3;3;3;3
82669;LV;2;3;3;4;1;1;3
82698;LV;2;3;3;3;3;3;3
82706;LV;2;3;4;4;3;8;3
82732;LV;2;3;3;4;1;1;3
82745;LV;2;3;3;3;3;3;3
82784;LV;2;3;3;3;3;3;3
82794;LV;2;3;2;3;3;1;3
82819;LV;1;3;2;3;1;1;8
82827;LV;2;3;3;3;3;3;3
82863;LV;2;3;3;3;3;8;8
82864;LV;2;3;3;3;3;3;3
82905;LV;1;3;3;3;1;1;1
82911;LV;2;3;3;4;3;8;3
82913;LV;1;3;3;3;3;3;3
82926;LV;1;3;3;3;8;8;2
82968;LV;1;3;3;3;3;3;3
82996;LV;2;3;3;4;3;3;3
83021;LV;2;3;8;8;8;8;8
83026;LV;2;3;3;3;3;3;3
83123;LV;2;3;3;4;3;3;3
83133;LV;1;3;3;4;3;3;8
83144;LV;1;3;3;3;3;3;8
83166;LV;1;3;3;3;3;3;2
83186;LV;2;4;4;8;3;2;3
83229;LV;2;3;3;3;3;3;3
83244;LV;2;3;3;3;3;3;8
83258;LV;2;3;1;3;3;3;3
83265;LV;1;3;3;3;3;3;3
83287;LV;2;3;3;4;3;3;3
83352;LV;2;3;3;3;3;3;3
83353;LV;1;3;3;3;3;2;3
83391;LV;2;3;3;3;3;3;3
83400;LV;1;3;3;3;2;3;3
83404;LV;2;3;3;3;2;8;1
83423;LV;2;3;1;3;1;1;2
83495;LV;1;3;3;3;3;1;3
83501;LV;1;3;3;3;3;3;3
83515;LV;2;3;3;3;3;3;3
83560;LV;1;4;3;3;3;8;3
83575;LV;1;3;3;4;3;3;3
83587;LV;2;3;3;3;3;1;3
83625;LV;2;3;3;3;3;3;3
83676;LV;2;3;3;3;3;3;3
83679;LV;2;3;3;4;3;1;2
83698;LV;2;8;8;8;3;3;3
83721;LV;2;3;3;3;3;3;8
83773;LV;2;3;3;3;3;3;3
83833;LV;1;3;3;3;3;3;3
83839;LV;1;3;3;3;3;3;2
83850;LV;2;3;3;3;8;8;8
83914;LV;2;3;3;3;3;1;3
83927;LV;1;3;3;3;3;3;3
83984;LV;1;3;3;1;3;3;3
84048;LV;2;3;3;3;3;3;3
84049;LV;1;3;3;3;3;3;3
84120;LV;1;3;3;4;3;1;3
84170;LV;2;3;1;3;3;3;3
84188;LV;1;3;3;3;3;3;3
84259;LV;2;3;3;3;3;8;3
84288;LV;1;3;3;3;3;8;8
84318;LV;2;3;3;3;3;1;3
84332;LV;2;3;3;3;3;3;3
84336;LV;2;3;3;3;2;1;2
84385;LV;2;3;3;3;3;1;8
84523;LV;2;3;3;3;3;3;3
84531;LV;2;3;3;8;8;3;8
84534;LV;1;3;3;4;2;3;2
84554;LV;2;3;3;3;3;1;8
84635;LV;2;3;3;4;3;3;8
84683;LV;1;3;3;3;3;3;3
84771;LV;2;3;3;3;3;3;3
84780;LV;1;3;3;3;3;3;3
84834;LV;2;3;3;3;3;8;3
84909;LV;2;3;3;3;3;3;3
84996;LV;2;3;3;3;1;3;3
85033;LV;2;3;3;3;3;3;3
85089;LV;2;3;8;3;3;8;3
85104;LV;2;2;3;3;1;3;3
85139;LV;1;3;3;3;3;3;3
85147;LV;2;3;3;4;3;3;8
85236;LV;2;3;1;3;3;1;3
85311;LV;1;3;3;3;3;3;3
85427;LV;2;2;1;3;3;1;3
85450;LV;2;2;3;3;1;1;8
85507;LV;2;3;3;3;3;1;8
85534;LV;2;3;3;3;3;3;3
85565;LV;2;3;3;3;3;3;3
85571;LV;1;1;1;1;2;2;2
85623;LV;2;3;3;3;3;3;3
85631;LV;2;3;3;3;3;8;3
85661;LV;1;3;2;3;3;3;3
85694;LV;2;3;3;3;3;3;3
85714;LV;2;3;3;4;3;1;8
85726;LV;1;3;3;3;3;8;3
85727;LV;1;3;3;2;3;1;3
85740;LV;1;4;8;3;8;8;3
85795;LV;2;3;3;3;3;3;1
85798;LV;2;3;3;3;3;3;3
85805;LV;1;3;3;3;3;1;8
85814;LV;1;3;3;3;3;3;3
85862;LV;2;3;3;3;3;1;2
85954;LV;2;3;3;8;8;1;8
85956;LV;1;3;3;3;8;8;8
85967;LV;1;3;3;3;3;3;8
86033;LV;1;3;3;3;3;3;3
86112;LV;1;3;3;3;3;3;3
86113;LV;1;3;3;3;3;3;3
86184;LV;2;3;3;3;3;8;8
86198;LV;1;3;3;3;3;3;3
86237;LV;1;3;3;3;3;3;8
86269;LV;1;3;3;3;3;3;3
86276;LV;2;3;3;3;7;1;8
86288;LV;1;3;3;3;3;3;3
86302;LV;2;3;3;3;3;1;3
86322;LV;2;3;3;1;3;3;1
86375;LV;2;3;7;3;3;7;3
86416;LV;2;3;3;3;1;1;3
86434;LV;2;3;3;3;3;3;3
86454;LV;2;4;3;4;3;3;1
86467;LV;1;3;3;3;3;3;2
50160;ME;2;1;4;4;1;1;8
50534;ME;1;3;3;3;3;3;3
51607;ME;2;3;3;3;3;3;3
51911;ME;1;3;3;3;3;3;3
52547;ME;2;3;3;8;3;8;3
53079;ME;2;3;3;3;3;3;3
53645;ME;2;3;3;3;3;3;3
54062;ME;2;3;3;3;3;3;3
54211;ME;1;3;3;3;3;3;3
54389;ME;2;3;2;3;2;3;2
54447;ME;2;3;3;3;3;3;3
54558;ME;2;3;3;3;3;3;3
55553;ME;2;3;3;3;3;3;3
55559;ME;1;3;3;3;3;3;3
55918;ME;1;3;3;3;3;3;3
56023;ME;2;3;2;3;3;1;3
56703;ME;1;3;3;1;3;1;3
56806;ME;1;3;3;3;3;3;3
56879;ME;1;2;3;3;2;3;3
56990;ME;2;3;3;4;3;3;3
57199;ME;1;3;3;3;3;3;3
57239;ME;1;3;3;4;3;3;3
57260;ME;2;3;3;3;3;3;3
57434;ME;2;3;4;4;3;2;1
57451;ME;2;3;3;3;3;3;3
58120;ME;1;3;1;4;2;3;2
58151;ME;1;3;3;4;3;3;3
58310;ME;1;3;3;3;3;3;2
58554;ME;2;3;3;3;3;3;3
58757;ME;2;3;3;3;3;3;3
59701;ME;1;3;3;3;3;3;3
60000;ME;2;2;1;4;1;1;3
60133;ME;1;4;3;3;3;3;3
60557;ME;1;3;3;3;3;3;3
60621;ME;2;3;3;3;3;3;3
61189;ME;2;3;3;3;3;3;3
61627;ME;1;7;7;8;8;1;8
61726;ME;2;3;2;4;3;1;3
62629;ME;1;7;4;7;3;3;2
62867;ME;1;3;3;1;3;1;2
63220;ME;1;7;7;7;7;3;1
63233;ME;1;3;3;3;3;3;3
63388;ME;1;3;3;3;3;3;3
63746;ME;2;3;3;3;3;3;3
64067;ME;1;3;3;3;3;3;3
64110;ME;1;3;3;7;3;2;2
64584;ME;1;3;3;3;3;3;3
64832;ME;1;3;3;3;3;3;3
65033;ME;2;3;3;3;3;3;3
65067;ME;2;3;3;3;2;2;2
65129;ME;2;3;3;3;1;1;3
65606;ME;1;4;3;2;2;1;2
65747;ME;2;3;3;3;3;3;3
65982;ME;2;2;1;3;2;3;2
66233;ME;2;3;3;3;3;3;3
66620;ME;2;3;3;3;3;3;3
66788;ME;1;3;3;3;3;3;3
66806;ME;2;3;3;3;3;3;3
67486;ME;2;3;3;3;3;3;3
67552;ME;1;3;3;3;3;3;3
68225;ME;2;3;3;3;3;3;3
68703;ME;2;4;3;4;3;3;3
68770;ME;2;3;3;3;3;3;3
68898;ME;2;3;3;3;3;3;3
69281;ME;1;2;3;3;3;3;3
69361;ME;2;7;3;3;3;2;2
69555;ME;1;3;3;3;3;3;3
70647;ME;2;3;3;3;3;3;3
71092;ME;2;3;3;1;1;1;1
71409;ME;2;3;3;3;3;3;3
71957;ME;1;3;3;3;2;2;2
72024;ME;1;3;3;3;2;2;2
72225;ME;2;3;3;3;3;3;3
72287;ME;1;3;3;3;3;3;3
72342;ME;2;3;3;3;3;3;3
72390;ME;2;3;3;3;3;3;3
73049;ME;2;3;4;4;3;1;3
73244;ME;1;3;3;3;3;3;3
73884;ME;2;1;1;3;1;1;1
74026;ME;1;3;3;3;3;3;3
74372;ME;2;3;3;3;8;8;3
74501;ME;1;3;3;3;3;3;3
74641;ME;1;7;7;7;3;3;2
74903;ME;2;3;4;3;3;3;3
75096;ME;1;3;3;3;3;3;3
75208;ME;1;3;3;3;3;3;3
75246;ME;1;3;2;4;3;3;3
75826;ME;1;3;3;3;3;3;3
75860;ME;1;3;3;3;3;3;2
75900;ME;1;3;3;3;3;3;3
77024;ME;1;3;3;3;3;3;3
77142;ME;2;3;3;3;3;3;3
77208;ME;2;2;8;4;1;1;3
77240;ME;2;3;8;4;7;7;8
77868;ME;1;7;7;3;3;3;2
78177;ME;1;3;3;3;1;1;3
78391;ME;1;3;3;3;3;3;3
78455;ME;1;3;3;3;3;3;3
